name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-291 b,5827,5.31 Earths,16.218,2014
Kepler-292 b,3446,2.3 Earths,16.303,2014
Kepler-292 c,3446,2.76 Earths,16.303,2014
Kepler-286 c,4002,2.45 Earths,15.863,2014
Kepler-286 e,4002,3.78 Earths,15.863,2014
Kepler-287 b,2727,6.04 Earths,14.952,2014
Kepler-288 b,3895,3.43 Earths,15.283,2014
Kepler-288 d,3895,7.61 Earths,15.283,2014
Kepler-289 c,2298,0.42 Jupiters,14.142,2014
Kepler-290 c,2266,7.75 Earths,15.775,2014
Kepler-291 b,5827,5.31 Earths,16.218,2014
Kepler-292 b,3446,2.3 Earths,16.303,2014
Kepler-292 c,3446,2.76 Earths,16.303,2014
Kepler-286 c,4002,2.45 Earths,15.863,2014
Kepler-286 e,4002,3.78 Earths,15.863,2014
Kepler-287 b,2727,6.04 Earths,14.952,2014
Kepler-288 b,3895,3.43 Earths,15.283,2014
Kepler-288 d,3895,7.61 Earths,15.283,2014
Kepler-289 c,2298,0.42 Jupiters,14.142,2014
Kepler-290 c,2266,7.75 Earths,15.775,2014
Kepler-291 b,5827,5.31 Earths,16.218,2014
Kepler-292 b,3446,2.3 Earths,16.303,2014
Kepler-292 c,3446,2.76 Earths,16.303,2014
Kepler-286 c,4002,2.45 Earths,15.863,2014
Kepler-286 e,4002,3.78 Earths,15.863,2014
Kepler-287 b,2727,6.04 Earths,14.952,2014
Kepler-288 b,3895,3.43 Earths,15.283,2014
Kepler-288 d,3895,7.61 Earths,15.283,2014
Kepler-289 c,2298,0.42 Jupiters,14.142,2014
Kepler-290 c,2266,7.75 Earths,15.775,2014
Kepler-291 b,5827,5.31 Earths,16.218,2014
Kepler-292 b,3446,2.3 Earths,16.303,2014
Kepler-292 c,3446,2.76 Earths,16.303,2014
Kepler-293 b,3179,9.64 Earths,15.452,2014
Kepler-293 c,3179,14 Earths,15.452,2014
Kepler-294 b,4427,3.78 Earths,15.948,2014
Kepler-295 b,5543,1.98 Earths,14.631,2014
Kepler-295 c,5543,1.71 Earths,14.631,2014
Kepler-295 d,5543,2.42 Earths,14.631,2014
Kepler-296 f,545,3.89 Earths,16.363,2014
Kepler-297 b,2258,0.153 Jupiters,14.326,2014
Kepler-298 b,1690,4.5 Earths,15.617,2014
Kepler-298 c,1690,4.38 Earths,15.617,2014
Kepler-299 c,3432,7.51 Earths,15.232,2014
Kepler-300 c,3583,5.69 Earths,14.25,2014
Kepler-301 b,2346,2.39 Earths,14.458,2014
Kepler-301 d,2346,3.71 Earths,14.458,2014
Kepler-302 b,4575,15.5 Earths,15.694,2014
Kepler-303 b,684,0.64 Earths,14.917,2014
Kepler-305 b,2833,10.5 Earths,15.851,2013
Kepler-305 e,2833,3.87 Earths,15.851,2020
Kepler-306 c,2530,6.12 Earths,15.575,2014
Kepler-306 e,2530,5.77 Earths,15.575,2014
Kepler-30 b,2982,11.3 Earths,15.726,2012
Kepler-30 c,2982,2.01 Jupiters,15.726,2012
Kepler-311 b,2540,3.53 Earths,13.902,2014
Kepler-311 c,2540,2.63 Earths,13.902,2014
Kepler-313 b,3521,6.94 Earths,14.304,2014
Kepler-317 b,3068,0.345 Jupiters,15.665,2014
Kepler-31 b,5430,25.9 Earths,15.496,2011
Kepler-31 c,5430,4.7 Jupiters,15.496,2011
Kepler-322 b,1306,1.01 Earths,13.687,2014
Kepler-323 b,1484,2.153 Jupiters,12.78,2014
Kepler-30 b,2982,11.3 Earths,15.726,2012
Kepler-30 c,2982,2.01 Jupiters,15.726,2012
Kepler-311 b,2540,3.53 Earths,13.902,2014
Kepler-311 c,2540,2.63 Earths,13.902,2014
Kepler-313 b,3521,6.94 Earths,14.304,2014
Kepler-317 b,3068,0.345 Jupiters,15.665,2014
Kepler-31 b,5430,25.9 Earths,15.496,2011
Kepler-31 c,5430,4.7 Jupiters,15.496,2011
Kepler-322 b,1306,1.01 Earths,13.687,2014
Kepler-323 b,1484,2.153 Jupiters,12.78,2014
Kepler-334 c,1392,2.63 Earths,12.834,2014
Kepler-334 d,1392,2.57 Earths,12.834,2014
Kepler-335 c,4172,9.64 Earths,14.111,2014
Kepler-336 d,2508,6.21 Earths,13.677,2014
Kepler-337 b,2212,2.99 Earths,12.799,2014
Kepler-337 c,2212,4.86 Earths,12.799,2014
Kepler-338 b,1803,30.6 Earths,12.19,2014
Kepler-339 d,2011,14.7 Earths,14.706,2014
Kepler-33 f,3944,9.6 Earths,14.099,2011
Kepler-341 d,3415,4.08 Earths,14.739,2014
Kepler-334 c,1392,2.63 Earths,12.834,2014
Kepler-334 d,1392,2.57 Earths,12.834,2014
Kepler-335 c,4172,9.64 Earths,14.111,2014
Kepler-336 d,2508,6.21 Earths,13.677,2014
Kepler-337 b,2212,2.99 Earths,12.799,2014
Kepler-337 c,2212,4.86 Earths,12.799,2014
Kepler-338 b,1803,30.6 Earths,12.19,2014
Kepler-339 d,2011,14.7 Earths,14.706,2014
Kepler-33 f,3944,9.6 Earths,14.099,2011
Kepler-341 d,3415,4.08 Earths,14.739,2014
Kepler-334 c,1392,2.63 Earths,12.834,2014
Kepler-334 d,1392,2.57 Earths,12.834,2014
Kepler-335 c,4172,9.64 Earths,14.111,2014
Kepler-336 d,2508,6.21 Earths,13.677,2014
Kepler-337 b,2212,2.99 Earths,12.799,2014
Kepler-337 c,2212,4.86 Earths,12.799,2014
Kepler-338 b,1803,30.6 Earths,12.19,2014
Kepler-339 d,2011,14.7 Earths,14.706,2014
Kepler-33 f,3944,9.6 Earths,14.099,2011
Kepler-341 d,3415,4.08 Earths,14.739,2014
Kepler-334 c,1392,2.63 Earths,12.834,2014
Kepler-334 d,1392,2.57 Earths,12.834,2014
Kepler-335 c,4172,9.64 Earths,14.111,2014
Kepler-336 d,2508,6.21 Earths,13.677,2014
Kepler-337 b,2212,2.99 Earths,12.799,2014
Kepler-337 c,2212,4.86 Earths,12.799,2014
Kepler-338 b,1803,30.6 Earths,12.19,2014
Kepler-339 d,2011,14.7 Earths,14.706,2014
Kepler-33 f,3944,9.6 Earths,14.099,2011
Kepler-341 d,3415,4.08 Earths,14.739,2014
Kepler-334 c,1392,2.63 Earths,12.834,2014
Kepler-334 d,1392,2.57 Earths,12.834,2014
Kepler-335 c,4172,9.64 Earths,14.111,2014
Kepler-336 d,2508,6.21 Earths,13.677,2014
Kepler-337 b,2212,2.99 Earths,12.799,2014
Kepler-337 c,2212,4.86 Earths,12.799,2014
Kepler-338 b,1803,30.6 Earths,12.19,2014
Kepler-339 d,2011,14.7 Earths,14.706,2014
Kepler-33 f,3944,9.6 Earths,14.099,2011
Kepler-341 d,3415,4.08 Earths,14.739,2014
Kepler-342 b,2550,5.69 Earths,13.2,2014
Kepler-342 e,2550,0.615 Earths,13.2,2016
Kepler-343 c,3025,4.74 Earths,14.063,2014
Kepler-344 c,3272,9.01 Earths,15.539,2014
Kepler-345 b,848,0.5 Earths,14.344,2014
Kepler-345 c,848,2.2 Earths,14.344,2014
Kepler-347 c,4237,3.71 Earths,14.567,2014
Kepler-348 b,1862,2.92 Earths,12.676,2014
Kepler-349 c,3069,4.5 Earths,14.915,2014
Kepler-350 b,3121,4.08 Earths,13.965,2014
Kepler-350 d,3121,14.9 Earths,13.965,2013
Kepler-353 b,1255,0.64 Earths,16.126,2014
Kepler-354 c,1807,2.27 Earths,15.771,2014
Kepler-354 d,1807,2.07 Earths,15.771,2014
Kepler-355 b,4672,2.73 Earths,15.242,2014
Kepler-355 c,4672,7.8 Earths,15.242,2014
Kepler-357 d,2246,11.6 Earths,15.735,2014
Kepler-358 c,3592,8.5 Earths,15.516,2014
Kepler-35 b,5934,0.127 Jupiters,15.863,2011
Kepler-365 b,3389,4.82 Earths,14.771,2014
Kepler-366 c,6055,3.86 Earths,14.952,2014
Kepler-367 c,613,1.87 Earths,13.193,2014
Kepler-369 c,698,2.57 Earths,16.429,2014
Kepler-371 b,2653,4.23 Earths,13.997,2014
Kepler-373 b,3557,2.42 Earths,14.596,2014
Kepler-373 c,3557,2.07 Earths,14.596,2014
Kepler-377 c,2687,4.9 Earths,14.081,2014
Kepler-37 c,209,12 Earths,9.770001,2013
Kepler-37 d,209,12.2 Earths,9.770001,2013
Kepler-37 e,209,0.0275 Earths,9.770001,2014
Kepler-382 b,3051,2.3 Earths,14.907,2014
Kepler-383 b,1533,2.3 Earths,15.473,2014
Kepler-383 c,1533,2.07 Earths,15.473,2014
Kepler-384 b,2922,1.46 Earths,13.734,2014
Kepler-384 c,2922,1.51 Earths,13.734,2014
Kepler-385 c,4673,13.2 Earths,15.76,2014
Kepler-385 d,4673,7.36 Earths,15.76,2020
Kepler-386 b,2879,2.51 Earths,15.949,2014
Kepler-387 b,2613,1.08 Earths,14.129,2014
Kepler-387 c,2613,0.64 Earths,14.129,2014
Kepler-388 b,1386,0.457 Earths,15.218,2014
Kepler-388 c,1386,0.566 Earths,15.218,2014
Kepler-390 c,1420,0.418 Earths,14.231,2014
Kepler-392 b,2223,0.972 Earths,13.528,2014
Kepler-392 c,2223,1.37 Earths,13.528,2014
Kepler-393 c,2875,2.33 Earths,13.258,2014
Kepler-400 b,2760,3.36 Earths,13.762,2014
Kepler-401 c,3150,5.27 Earths,13.366,2014
Kepler-404 b,2650,2.15 Earths,15.479,2014
Kepler-409 b,222,22 Earths,9.636,2014
Kepler-388 b,1386,0.457 Earths,15.218,2014
Kepler-388 c,1386,0.566 Earths,15.218,2014
Kepler-390 c,1420,0.418 Earths,14.231,2014
Kepler-392 b,2223,0.972 Earths,13.528,2014
Kepler-392 c,2223,1.37 Earths,13.528,2014
Kepler-393 c,2875,2.33 Earths,13.258,2014
Kepler-400 b,2760,3.36 Earths,13.762,2014
Kepler-401 c,3150,5.27 Earths,13.366,2014
Kepler-404 b,2650,2.15 Earths,15.479,2014
Kepler-409 b,222,22 Earths,9.636,2014
Kepler-388 b,1386,0.457 Earths,15.218,2014
Kepler-388 c,1386,0.566 Earths,15.218,2014
Kepler-390 c,1420,0.418 Earths,14.231,2014
Kepler-392 b,2223,0.972 Earths,13.528,2014
Kepler-392 c,2223,1.37 Earths,13.528,2014
Kepler-393 c,2875,2.33 Earths,13.258,2014
Kepler-400 b,2760,3.36 Earths,13.762,2014
Kepler-401 c,3150,5.27 Earths,13.366,2014
Kepler-404 b,2650,2.15 Earths,15.479,2014
Kepler-409 b,222,22 Earths,9.636,2014
Kepler-388 b,1386,0.457 Earths,15.218,2014
Kepler-388 c,1386,0.566 Earths,15.218,2014
Kepler-390 c,1420,0.418 Earths,14.231,2014
Kepler-392 b,2223,0.972 Earths,13.528,2014
Kepler-392 c,2223,1.37 Earths,13.528,2014
Kepler-393 c,2875,2.33 Earths,13.258,2014
Kepler-400 b,2760,3.36 Earths,13.762,2014
Kepler-401 c,3150,5.27 Earths,13.366,2014
Kepler-404 b,2650,2.15 Earths,15.479,2014
Kepler-409 b,222,22 Earths,9.636,2014
Kepler-410 A b,481,8.44 Earths,9.495,2013
Kepler-411 b,501,25.6 Earths,12.448,2013
Kepler-411 c,501,26.4 Earths,12.448,2016
Kepler-411 d,501,15.2 Earths,12.448,2018
Kepler-414 b,1349,3.5 Earths,13.378,2014
Kepler-414 c,1349,29.9 Earths,13.378,2014
Kepler-417 c,3177,7.7 Earths,15.864,2014
Kepler-418 b,3270,1.1 Jupiters,14.824,2014
Kepler-419 c,3299,7.3 Jupiters,13.089,2014
Kepler-41 b,3566,0.56 Jupiters,14.509,2011
Kepler-421 b,1137,16.1 Earths,13.611,2014
Kepler-423 b,2475,0.595 Jupiters,14.462,2014
Kepler-427 b,3320,0.29 Jupiters,14.301,2014
Kepler-42 d,131,0.13 Earths,16.7,2011
Kepler-431 c,1587,0.229 Earths,12.139,2015
Kepler-436 c,1921,6.04 Earths,15.971,2016
Kepler-438 b,639,1.46 Earths,15.104,2015
Kepler-445 c,415,6.85 Earths,18.19,2015
Kepler-446 b,314,2.86 Earths,17.5041,2015
Kepler-447 b,874,1.37 Jupiters,12.52,2015
Kepler-421 b,1137,16.1 Earths,13.611,2014
Kepler-423 b,2475,0.595 Jupiters,14.462,2014
Kepler-427 b,3320,0.29 Jupiters,14.301,2014
Kepler-42 d,131,0.13 Earths,16.7,2011
Kepler-431 c,1587,0.229 Earths,12.139,2015
Kepler-436 c,1921,6.04 Earths,15.971,2016
Kepler-438 b,639,1.46 Earths,15.104,2015
Kepler-445 c,415,6.85 Earths,18.19,2015
Kepler-446 b,314,2.86 Earths,17.5041,2015
Kepler-447 b,874,1.37 Jupiters,12.52,2015
Kepler-449 c,789,8.07 Earths,11.448,2015
Kepler-44 b,3875,1 Jupiter,14.803,2011
Kepler-450 c,1487,12.5 Earths,11.991,2015
Kepler-452 b,1800,3.29 Earths,13.54,2015
Kepler-453 b,1445,16 Earths,13.672,2015
Kepler-458 c,5202,16.4 Earths,14.027,2016
Kepler-460 c,4156,26.1 Earths,13.834,2016
Kepler-461 b,2258,7.18 Earths,13.457,2016
Kepler-462 c,1946,6 Earths,11.632,2020
Kepler-464 b,2178,10.9 Earths,12.75,2016
Kepler-465 b,1804,9.01 Earths,12.651,2016
Kepler-46 c,2535,0.376 Jupiters,15.312,2012
Kepler-472 b,1000,10.5 Earths,13.898,2016
Kepler-476 b,2654,9.69 Earths,14.018,2016
Kepler-477 b,1197,4.94 Earths,13.835,2016
Kepler-478 b,1370,7.8 Earths,14.156,2016
Kepler-479 b,1125,5.14 Earths,13.724,2016
Kepler-47 b,3344,2.07 Earths,15.31,2012
Kepler-47 c,3344,3.17 Earths,15.31,2012
Kepler-480 b,2765,8.15 Earths,13.23,2016
Kepler-465 b,1804,9.01 Earths,12.651,2016
Kepler-46 c,2535,0.376 Jupiters,15.312,2012
Kepler-472 b,1000,10.5 Earths,13.898,2016
Kepler-476 b,2654,9.69 Earths,14.018,2016
Kepler-477 b,1197,4.94 Earths,13.835,2016
Kepler-478 b,1370,7.8 Earths,14.156,2016
Kepler-479 b,1125,5.14 Earths,13.724,2016
Kepler-47 b,3344,2.07 Earths,15.31,2012
Kepler-47 c,3344,3.17 Earths,15.31,2012
Kepler-480 b,2765,8.15 Earths,13.23,2016
Kepler-465 b,1804,9.01 Earths,12.651,2016
Kepler-46 c,2535,0.376 Jupiters,15.312,2012
Kepler-472 b,1000,10.5 Earths,13.898,2016
Kepler-476 b,2654,9.69 Earths,14.018,2016
Kepler-477 b,1197,4.94 Earths,13.835,2016
Kepler-478 b,1370,7.8 Earths,14.156,2016
Kepler-479 b,1125,5.14 Earths,13.724,2016
Kepler-47 b,3344,2.07 Earths,15.31,2012
Kepler-47 c,3344,3.17 Earths,15.31,2012
Kepler-480 b,2765,8.15 Earths,13.23,2016
Kepler-465 b,1804,9.01 Earths,12.651,2016
Kepler-46 c,2535,0.376 Jupiters,15.312,2012
Kepler-472 b,1000,10.5 Earths,13.898,2016
Kepler-476 b,2654,9.69 Earths,14.018,2016
Kepler-477 b,1197,4.94 Earths,13.835,2016
Kepler-478 b,1370,7.8 Earths,14.156,2016
Kepler-479 b,1125,5.14 Earths,13.724,2016
Kepler-47 b,3344,2.07 Earths,15.31,2012
Kepler-47 c,3344,3.17 Earths,15.31,2012
Kepler-480 b,2765,8.15 Earths,13.23,2016
Kepler-465 b,1804,9.01 Earths,12.651,2016
Kepler-46 c,2535,0.376 Jupiters,15.312,2012
Kepler-472 b,1000,10.5 Earths,13.898,2016
Kepler-476 b,2654,9.69 Earths,14.018,2016
Kepler-477 b,1197,4.94 Earths,13.835,2016
Kepler-478 b,1370,7.8 Earths,14.156,2016
Kepler-479 b,1125,5.14 Earths,13.724,2016
Kepler-47 b,3344,2.07 Earths,15.31,2012
Kepler-47 c,3344,3.17 Earths,15.31,2012
Kepler-480 b,2765,8.15 Earths,13.23,2016
Kepler-481 b,2654,6.8 Earths,14.054,2016
Kepler-483 b,2806,10.4 Earths,13.452,2016
Kepler-484 b,1247,5.82 Earths,13.077,2016
Kepler-485 b,3722,112 Jupiters,15.069,2016
Kepler-486 b,1423,0.265 Jupiters,14.615,2016
Kepler-487 b,2846,Unknown,14.882,2016
Kepler-488 b,3736,124 Jupiters,14.868,2016
Kepler-489 b,1206,0.145 Jupiters,14.221,2016
Kepler-48 d,1001,7.93 Earths,13.174,2014
Kepler-491 b,2058,0.186 Jupiters,14.178,2016
Kepler-492 b,1918,0.21 Jupiters,14.644,2016
Kepler-495 b,2149,23.8 Earths,14.942,2016
Kepler-498 b,3063,9.43 Earths,14.349,2016
Kepler-499 b,1816,5.35 Earths,14.63,2016
Kepler-49 c,1015,5.9 Earths,15.655,2012
Kepler-511 b,2127,33.1 Earths,12.711,2016
Kepler-516 b,2241,27.9 Earths,12.121,2016
Kepler-51 b,2557,2.1 Earths,14.885,2012
Kepler-522 b,2085,38.2 Earths,12.22,2016
Kepler-523 b,826,4.5 Earths,12.588,2016
Kepler-524 b,3452,4.31 Earths,14.082,2016
Kepler-524 c,3452,0.84 Earths,14.082,2016
Kepler-525 b,3239,7.41 Earths,13.613,2016
Kepler-527 b,2447,8.45 Earths,13.471,2016
Kepler-52 c,1049,0.14284 Jupiters,15.513,2012
Kepler-530 b,1493,9.32 Earths,13.502,2016
Kepler-535 b,2236,6.17 Earths,13.209,2016
Kepler-540 b,1273,7.8 Earths,12.293,2016
Kepler-542 b,1422,3.09 Earths,13.606,2016
Kepler-548 b,2452,Unknown,15.266,2016
Kepler-549 b,2072,11 Earths,14.805,2016
Kepler-54 b,886,21.5 Earths,16.282,2012
Kepler-553 c,2376,Unknown,15.034,2016
Kepler-557 b,6841,7.61 Earths,14.723,2016
Kepler-55 b,1888,0.135 Jupiters,15.746,2012
Kepler-55 c,1888,0.22 Jupiters,15.746,2012
Kepler-567 b,1823,5.69 Earths,14.827,2016
Kepler-56 c,2978,0.57 Jupiters,12.598,2012
Kepler-56 d,2978,5.61 Jupiters,12.598,2016
Kepler-572 b,1646,7.18 Earths,14.679,2016
Kepler-573 b,2517,8.2 Earths,14.292,2016
Kepler-574 b,2228,6.3 Earths,14.671,2016
Kepler-57 b,2101,0.36183 Jupiters,15.017,2012
Kepler-57 c,2101,9.1 Earths,15.017,2012
Kepler-581 b,2296,7.41 Earths,14.701,2016
Kepler-582 b,2000,13.1 Earths,15.097,2016
Kepler-585 b,1909,8.4 Earths,14.188,2016
Kepler-589 b,1999,5.77 Earths,14.775,2016
Kepler-58 c,3162,0.16676 Jupiters,15.086,2012
Kepler-58 d,3162,8.96 Earths,15.086,2014
Kepler-573 b,2517,8.2 Earths,14.292,2016
Kepler-574 b,2228,6.3 Earths,14.671,2016
Kepler-57 b,2101,0.36183 Jupiters,15.017,2012
Kepler-57 c,2101,9.1 Earths,15.017,2012
Kepler-581 b,2296,7.41 Earths,14.701,2016
Kepler-582 b,2000,13.1 Earths,15.097,2016
Kepler-585 b,1909,8.4 Earths,14.188,2016
Kepler-589 b,1999,5.77 Earths,14.775,2016
Kepler-58 c,3162,0.16676 Jupiters,15.086,2012
Kepler-58 d,3162,8.96 Earths,15.086,2014
Kepler-573 b,2517,8.2 Earths,14.292,2016
Kepler-574 b,2228,6.3 Earths,14.671,2016
Kepler-57 b,2101,0.36183 Jupiters,15.017,2012
Kepler-57 c,2101,9.1 Earths,15.017,2012
Kepler-581 b,2296,7.41 Earths,14.701,2016
Kepler-582 b,2000,13.1 Earths,15.097,2016
Kepler-585 b,1909,8.4 Earths,14.188,2016
Kepler-589 b,1999,5.77 Earths,14.775,2016
Kepler-58 c,3162,0.16676 Jupiters,15.086,2012
Kepler-58 d,3162,8.96 Earths,15.086,2014
Kepler-573 b,2517,8.2 Earths,14.292,2016
Kepler-574 b,2228,6.3 Earths,14.671,2016
Kepler-57 b,2101,0.36183 Jupiters,15.017,2012
Kepler-57 c,2101,9.1 Earths,15.017,2012
Kepler-581 b,2296,7.41 Earths,14.701,2016
Kepler-582 b,2000,13.1 Earths,15.097,2016
Kepler-585 b,1909,8.4 Earths,14.188,2016
Kepler-589 b,1999,5.77 Earths,14.775,2016
Kepler-58 c,3162,0.16676 Jupiters,15.086,2012
Kepler-58 d,3162,8.96 Earths,15.086,2014
Kepler-573 b,2517,8.2 Earths,14.292,2016
Kepler-574 b,2228,6.3 Earths,14.671,2016
Kepler-57 b,2101,0.36183 Jupiters,15.017,2012
Kepler-57 c,2101,9.1 Earths,15.017,2012
Kepler-581 b,2296,7.41 Earths,14.701,2016
Kepler-582 b,2000,13.1 Earths,15.097,2016
Kepler-585 b,1909,8.4 Earths,14.188,2016
Kepler-589 b,1999,5.77 Earths,14.775,2016
Kepler-58 c,3162,0.16676 Jupiters,15.086,2012
Kepler-58 d,3162,8.96 Earths,15.086,2014
Kepler-591 b,2561,11.4 Earths,14.628,2016
Kepler-593 b,3176,8.6 Earths,14.622,2016
Kepler-599 b,1822,8.45 Earths,15.067,2016
Kepler-59 c,3794,4.58 Earths,14.467,2012
Kepler-605 b,1816,2.67 Earths,14.376,2016
Kepler-605 c,1816,0.566 Earths,14.376,2016
Kepler-606 b,3964,11 Earths,14.895,2016
Kepler-60 d,3344,4.16 Earths,13.95,2012
Kepler-611 b,4552,3.36 Earths,14.734,2016
Kepler-615 b,1076,3.68 Earths,14.623,2016
Kepler-591 b,2561,11.4 Earths,14.628,2016
Kepler-593 b,3176,8.6 Earths,14.622,2016
Kepler-599 b,1822,8.45 Earths,15.067,2016
Kepler-59 c,3794,4.58 Earths,14.467,2012
Kepler-605 b,1816,2.67 Earths,14.376,2016
Kepler-605 c,1816,0.566 Earths,14.376,2016
Kepler-606 b,3964,11 Earths,14.895,2016
Kepler-60 d,3344,4.16 Earths,13.95,2012
Kepler-611 b,4552,3.36 Earths,14.734,2016
Kepler-615 b,1076,3.68 Earths,14.623,2016
Kepler-650 b,2885,9.06 Earths,13.825,2016
Kepler-651 b,1662,6.21 Earths,14.233,2016
Kepler-653 b,1943,4.46 Earths,13.498,2016
Kepler-653 c,1943,0.399 Earths,13.498,2016
Kepler-654 b,3178,4.94 Earths,13.762,2016
Kepler-656 b,2904,9.91 Earths,15.549,2016
Kepler-65 e,991,0.82 Jupiters,10.922,2019
Kepler-66 b,3924,8.25 Earths,15.29,2013
Kepler-672 b,3373,6.8 Earths,15.513,2016
Kepler-673 b,2995,34.8 Earths,15.592,2016
Kepler-650 b,2885,9.06 Earths,13.825,2016
Kepler-651 b,1662,6.21 Earths,14.233,2016
Kepler-653 b,1943,4.46 Earths,13.498,2016
Kepler-653 c,1943,0.399 Earths,13.498,2016
Kepler-654 b,3178,4.94 Earths,13.762,2016
Kepler-656 b,2904,9.91 Earths,15.549,2016
Kepler-65 e,991,0.82 Jupiters,10.922,2019
Kepler-66 b,3924,8.25 Earths,15.29,2013
Kepler-672 b,3373,6.8 Earths,15.513,2016
Kepler-673 b,2995,34.8 Earths,15.592,2016
Kepler-68 c,470,2.04 Earths,10.077,2013
Kepler-690 b,5432,29.6 Earths,15.701,2016
Kepler-693 b,3756,0.232 Jupiters,16.7286,2016
Kepler-694 b,3337,8.25 Earths,15.284,2016
Kepler-696 b,4620,31.3 Earths,15.308,2016
Kepler-698 b,6510,13.1 Earths,15.716,2016
Kepler-69 b,2383,5.65 Earths,13.866,2013
Kepler-6 b,1915,0.668 Jupiters,13.286,2009
Kepler-700 b,4866,30 Earths,15.202,2016
Kepler-701 b,2525,8.45 Earths,15.056,2016
Kepler-68 c,470,2.04 Earths,10.077,2013
Kepler-690 b,5432,29.6 Earths,15.701,2016
Kepler-693 b,3756,0.232 Jupiters,16.7286,2016
Kepler-694 b,3337,8.25 Earths,15.284,2016
Kepler-696 b,4620,31.3 Earths,15.308,2016
Kepler-698 b,6510,13.1 Earths,15.716,2016
Kepler-69 b,2383,5.65 Earths,13.866,2013
Kepler-6 b,1915,0.668 Jupiters,13.286,2009
Kepler-700 b,4866,30 Earths,15.202,2016
Kepler-701 b,2525,8.45 Earths,15.056,2016
Kepler-68 c,470,2.04 Earths,10.077,2013
Kepler-690 b,5432,29.6 Earths,15.701,2016
Kepler-693 b,3756,0.232 Jupiters,16.7286,2016
Kepler-694 b,3337,8.25 Earths,15.284,2016
Kepler-696 b,4620,31.3 Earths,15.308,2016
Kepler-698 b,6510,13.1 Earths,15.716,2016
Kepler-69 b,2383,5.65 Earths,13.866,2013
Kepler-6 b,1915,0.668 Jupiters,13.286,2009
Kepler-700 b,4866,30 Earths,15.202,2016
Kepler-701 b,2525,8.45 Earths,15.056,2016
Kepler-68 c,470,2.04 Earths,10.077,2013
Kepler-690 b,5432,29.6 Earths,15.701,2016
Kepler-693 b,3756,0.232 Jupiters,16.7286,2016
Kepler-694 b,3337,8.25 Earths,15.284,2016
Kepler-696 b,4620,31.3 Earths,15.308,2016
Kepler-698 b,6510,13.1 Earths,15.716,2016
Kepler-69 b,2383,5.65 Earths,13.866,2013
Kepler-6 b,1915,0.668 Jupiters,13.286,2009
Kepler-700 b,4866,30 Earths,15.202,2016
Kepler-701 b,2525,8.45 Earths,15.056,2016
Kepler-68 c,470,2.04 Earths,10.077,2013
Kepler-690 b,5432,29.6 Earths,15.701,2016
Kepler-693 b,3756,0.232 Jupiters,16.7286,2016
Kepler-694 b,3337,8.25 Earths,15.284,2016
Kepler-696 b,4620,31.3 Earths,15.308,2016
Kepler-698 b,6510,13.1 Earths,15.716,2016
Kepler-69 b,2383,5.65 Earths,13.866,2013
Kepler-6 b,1915,0.668 Jupiters,13.286,2009
Kepler-700 b,4866,30 Earths,15.202,2016
Kepler-701 b,2525,8.45 Earths,15.056,2016
Kepler-702 b,3236,0.194 Jupiters,15.437,2016
Kepler-704 b,4008,7.32 Earths,15.454,2016
Kepler-705 b,903,5.1 Earths,16.331,2016
Kepler-706 b,2892,Unknown,15.274,2016
Kepler-707 b,1930,2.33 Earths,15.022,2016
Kepler-711 b,2037,11.5 Earths,15.635,2016
Kepler-712 b,2846,11.5 Earths,16.161,2016
Kepler-712 c,2846,21 Earths,16.161,2016
Kepler-713 b,3555,6.71 Earths,15.171,2016
Kepler-714 b,6796,0.213 Jupiters,15.43,2016
Kepler-702 b,3236,0.194 Jupiters,15.437,2016
Kepler-704 b,4008,7.32 Earths,15.454,2016
Kepler-705 b,903,5.1 Earths,16.331,2016
Kepler-706 b,2892,Unknown,15.274,2016
Kepler-707 b,1930,2.33 Earths,15.022,2016
Kepler-711 b,2037,11.5 Earths,15.635,2016
Kepler-712 b,2846,11.5 Earths,16.161,2016
Kepler-712 c,2846,21 Earths,16.161,2016
Kepler-713 b,3555,6.71 Earths,15.171,2016
Kepler-714 b,6796,0.213 Jupiters,15.43,2016
Kepler-732 b,570,5.39 Earths,16.53,2016
Kepler-732 c,570,2.15 Earths,16.53,2016
Kepler-733 b,2990,8.35 Earths,15.561,2016
Kepler-734 b,3775,12.4 Earths,14.469,2016
Kepler-737 b,669,4.5 Earths,15.971,2016
Kepler-738 b,3633,6.8 Earths,15.793,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
Kepler-741 b,5421,9.11 Earths,15.186,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-743 b,910,1.92 Earths,12.66,2016
Kepler-732 b,570,5.39 Earths,16.53,2016
Kepler-732 c,570,2.15 Earths,16.53,2016
Kepler-733 b,2990,8.35 Earths,15.561,2016
Kepler-734 b,3775,12.4 Earths,14.469,2016
Kepler-737 b,669,4.5 Earths,15.971,2016
Kepler-738 b,3633,6.8 Earths,15.793,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
Kepler-741 b,5421,9.11 Earths,15.186,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-743 b,910,1.92 Earths,12.66,2016
Kepler-755 b,1302,3.75 Earths,14.277,2016
